index;Case ID;Activity;Resource;Complete Timestamp;(case) ApplicationType;(case) LoanGoal;(case) RequestedAmount;lbl
33067;Application_367966753;W_Complete application;User_7;2016/01/27 20:27:23.254;New credit;Home improvement;20000.0;A_Pending
33068;Application_367966753;A_Accepted;User_14;2016/01/28 09:14:39.776;New credit;Home improvement;20000.0;A_Pending
33069;Application_367966753;O_Create Offer;User_14;2016/01/28 09:21:25.176;New credit;Home improvement;20000.0;A_Pending
33070;Application_367966753;O_Created;User_14;2016/01/28 09:21:26.631;New credit;Home improvement;20000.0;A_Pending
33071;Application_367966753;O_Create Offer;User_14;2016/01/28 09:21:44.014;New credit;Home improvement;20000.0;A_Pending
33072;Application_367966753;O_Created;User_14;2016/01/28 09:21:45.475;New credit;Home improvement;20000.0;A_Pending
33073;Application_367966753;O_Create Offer;User_14;2016/01/28 09:22:30.213;New credit;Home improvement;20000.0;A_Pending
33074;Application_367966753;O_Created;User_14;2016/01/28 09:22:31.613;New credit;Home improvement;20000.0;A_Pending
33075;Application_367966753;O_Create Offer;User_14;2016/01/28 09:22:46.096;New credit;Home improvement;20000.0;A_Pending
33076;Application_367966753;O_Created;User_14;2016/01/28 09:22:47.619;New credit;Home improvement;20000.0;A_Pending
33077;Application_367966753;O_Sent (mail and online);User_14;2016/01/28 09:23:24.970;New credit;Home improvement;20000.0;A_Pending
33078;Application_367966753;O_Sent (mail and online);User_14;2016/01/28 09:23:24.973;New credit;Home improvement;20000.0;A_Pending
33079;Application_367966753;O_Sent (mail and online);User_14;2016/01/28 09:23:24.976;New credit;Home improvement;20000.0;A_Pending
33080;Application_367966753;O_Sent (mail and online);User_14;2016/01/28 09:23:24.983;New credit;Home improvement;20000.0;A_Pending
33081;Application_367966753;W_Call after offers;User_14;2016/01/28 09:23:25.071;New credit;Home improvement;20000.0;A_Pending
33082;Application_367966753;A_Complete;User_14;2016/01/28 09:23:25.082;New credit;Home improvement;20000.0;A_Pending
33083;Application_367966753;O_Create Offer;User_27;2016/01/29 14:30:32.922;New credit;Home improvement;20000.0;A_Pending
33084;Application_367966753;O_Created;User_27;2016/01/29 14:30:34.321;New credit;Home improvement;20000.0;A_Pending
33085;Application_367966753;O_Sent (mail and online);User_27;2016/01/29 14:31:06.468;New credit;Home improvement;20000.0;A_Pending
33086;Application_367966753;W_Validate application;User_118;2016/02/03 10:40:38.520;New credit;Home improvement;20000.0;A_Pending
33087;Application_367966753;A_Validating;User_118;2016/02/03 10:40:39.365;New credit;Home improvement;20000.0;A_Pending
33088;Application_367966753;O_Returned;User_118;2016/02/03 10:41:06.931;New credit;Home improvement;20000.0;A_Pending
33089;Application_367966753;W_Call incomplete files;User_101;2016/02/03 16:49:15.382;New credit;Home improvement;20000.0;A_Pending
33090;Application_367966753;A_Incomplete;User_101;2016/02/03 16:49:15.384;New credit;Home improvement;20000.0;A_Pending
33091;Application_367966753;O_Accepted;User_118;2016/02/22 07:44:42.461;New credit;Home improvement;20000.0;A_Pending
33092;Application_367966753;A_Pending;User_118;2016/02/22 07:44:42.473;New credit;Home improvement;20000.0;A_Pending
33308;Application_48645513;A_Create Application;User_1;2016/01/27 10:37:57.531;New credit;Car;8000.0;A_Cancelled
33309;Application_48645513;A_Submitted;User_1;2016/01/27 10:37:57.634;New credit;Car;8000.0;A_Cancelled
33310;Application_48645513;A_Concept;User_1;2016/01/27 10:39:05.709;New credit;Car;8000.0;A_Cancelled
33311;Application_48645513;W_Complete application;User_7;2016/01/27 20:42:26.102;New credit;Car;8000.0;A_Cancelled
33312;Application_48645513;A_Accepted;User_19;2016/01/28 13:57:43.055;New credit;Car;8000.0;A_Cancelled
33313;Application_48645513;O_Create Offer;User_19;2016/01/28 14:02:04.892;New credit;Car;8000.0;A_Cancelled
33314;Application_48645513;O_Created;User_19;2016/01/28 14:02:06.368;New credit;Car;8000.0;A_Cancelled
33315;Application_48645513;O_Create Offer;User_19;2016/01/28 14:02:29.496;New credit;Car;8000.0;A_Cancelled
33316;Application_48645513;O_Created;User_19;2016/01/28 14:02:31.045;New credit;Car;8000.0;A_Cancelled
33317;Application_48645513;O_Sent (mail and online);User_19;2016/01/28 14:03:36.785;New credit;Car;8000.0;A_Cancelled
33318;Application_48645513;O_Sent (mail and online);User_19;2016/01/28 14:03:36.789;New credit;Car;8000.0;A_Cancelled
33319;Application_48645513;W_Call after offers;User_19;2016/01/28 14:03:36.833;New credit;Car;8000.0;A_Cancelled
33320;Application_48645513;A_Complete;User_19;2016/01/28 14:03:36.839;New credit;Car;8000.0;A_Cancelled
33321;Application_48645513;O_Create Offer;User_27;2016/01/29 14:42:19.008;New credit;Car;8000.0;A_Cancelled
33322;Application_48645513;O_Created;User_27;2016/01/29 14:42:20.258;New credit;Car;8000.0;A_Cancelled
33323;Application_48645513;O_Create Offer;User_27;2016/01/29 14:42:33.798;New credit;Car;8000.0;A_Cancelled
33324;Application_48645513;O_Created;User_27;2016/01/29 14:42:34.975;New credit;Car;8000.0;A_Cancelled
33325;Application_48645513;O_Sent (mail and online);User_27;2016/01/29 14:42:55.392;New credit;Car;8000.0;A_Cancelled
33326;Application_48645513;O_Sent (mail and online);User_27;2016/01/29 14:42:55.395;New credit;Car;8000.0;A_Cancelled
33327;Application_48645513;W_Validate application;User_116;2016/02/04 10:43:59.288;New credit;Car;8000.0;A_Cancelled
33328;Application_48645513;A_Validating;User_116;2016/02/04 10:44:00.369;New credit;Car;8000.0;A_Cancelled
33329;Application_48645513;O_Returned;User_116;2016/02/04 10:46:36.509;New credit;Car;8000.0;A_Cancelled
33330;Application_48645513;A_Cancelled;User_74;2016/02/08 10:43:58.408;New credit;Car;8000.0;A_Cancelled
35104;Application_1394311616;A_Create Application;User_4;2016/01/28 12:26:19.848;New credit;Other, see explanation;5000.0;A_Denied
35105;Application_1394311616;W_Complete application;User_4;2016/01/28 12:44:01.891;New credit;Other, see explanation;5000.0;A_Denied
35106;Application_1394311616;A_Concept;User_4;2016/01/28 12:26:19.868;New credit;Other, see explanation;5000.0;A_Denied
35107;Application_1394311616;A_Accepted;User_4;2016/01/28 12:27:34.715;New credit;Other, see explanation;5000.0;A_Denied
35108;Application_1394311616;O_Create Offer;User_4;2016/01/28 12:43:25.436;New credit;Other, see explanation;5000.0;A_Denied
35109;Application_1394311616;O_Created;User_4;2016/01/28 12:43:26.906;New credit;Other, see explanation;5000.0;A_Denied
35110;Application_1394311616;O_Sent (mail and online);User_4;2016/01/28 12:44:01.853;New credit;Other, see explanation;5000.0;A_Denied
35111;Application_1394311616;W_Call after offers;User_4;2016/01/28 12:44:01.907;New credit;Other, see explanation;5000.0;A_Denied
35112;Application_1394311616;A_Complete;User_4;2016/01/28 12:44:01.911;New credit;Other, see explanation;5000.0;A_Denied
35113;Application_1394311616;O_Create Offer;User_22;2016/02/09 20:05:57.620;New credit;Other, see explanation;5000.0;A_Denied
35114;Application_1394311616;O_Created;User_22;2016/02/09 20:05:58.849;New credit;Other, see explanation;5000.0;A_Denied
35115;Application_1394311616;O_Sent (online only);User_22;2016/02/09 20:06:49.950;New credit;Other, see explanation;5000.0;A_Denied
35116;Application_1394311616;W_Validate application;User_99;2016/02/16 16:14:31.892;New credit;Other, see explanation;5000.0;A_Denied
35117;Application_1394311616;A_Validating;User_116;2016/02/10 14:38:34.936;New credit;Other, see explanation;5000.0;A_Denied
35118;Application_1394311616;O_Returned;User_116;2016/02/10 14:40:18.004;New credit;Other, see explanation;5000.0;A_Denied
35119;Application_1394311616;O_Create Offer;User_31;2016/02/11 19:43:29.922;New credit;Other, see explanation;5000.0;A_Denied
35120;Application_1394311616;O_Created;User_31;2016/02/11 19:43:31.259;New credit;Other, see explanation;5000.0;A_Denied
35121;Application_1394311616;O_Sent (online only);User_31;2016/02/11 19:43:57.095;New credit;Other, see explanation;5000.0;A_Denied
35122;Application_1394311616;O_Returned;User_120;2016/02/13 10:59:06.076;New credit;Other, see explanation;5000.0;A_Denied
35123;Application_1394311616;A_Denied;User_99;2016/02/16 16:14:31.825;New credit;Other, see explanation;5000.0;A_Denied
36107;Application_1062630788;A_Create Application;User_11;2016/01/29 09:48:31.262;New credit;Home improvement;25000.0;A_Denied
36108;Application_1062630788;W_Complete application;User_11;2016/01/29 10:06:32.399;New credit;Home improvement;25000.0;A_Denied
36109;Application_1062630788;A_Concept;User_11;2016/01/29 09:48:31.292;New credit;Home improvement;25000.0;A_Denied
36110;Application_1062630788;A_Accepted;User_11;2016/01/29 09:52:49.815;New credit;Home improvement;25000.0;A_Denied
36111;Application_1062630788;O_Create Offer;User_11;2016/01/29 10:04:23.232;New credit;Home improvement;25000.0;A_Denied
36112;Application_1062630788;O_Created;User_11;2016/01/29 10:04:24.639;New credit;Home improvement;25000.0;A_Denied
36113;Application_1062630788;O_Sent (online only);User_11;2016/01/29 10:06:32.372;New credit;Home improvement;25000.0;A_Denied
36114;Application_1062630788;W_Call after offers;User_11;2016/01/29 10:06:32.416;New credit;Home improvement;25000.0;A_Denied
36115;Application_1062630788;A_Complete;User_11;2016/01/29 10:06:32.425;New credit;Home improvement;25000.0;A_Denied
36116;Application_1062630788;O_Create Offer;User_26;2016/02/12 10:30:35.481;New credit;Home improvement;25000.0;A_Denied
36117;Application_1062630788;O_Created;User_26;2016/02/12 10:30:36.874;New credit;Home improvement;25000.0;A_Denied
36118;Application_1062630788;O_Sent (online only);User_26;2016/02/12 10:30:51.930;New credit;Home improvement;25000.0;A_Denied
36119;Application_1062630788;O_Create Offer;User_2;2016/03/02 10:39:34.460;New credit;Home improvement;25000.0;A_Denied
36120;Application_1062630788;O_Created;User_2;2016/03/02 10:39:36.270;New credit;Home improvement;25000.0;A_Denied
36121;Application_1062630788;O_Sent (mail and online);User_2;2016/03/02 10:42:36.519;New credit;Home improvement;25000.0;A_Denied
36122;Application_1062630788;O_Create Offer;User_71;2016/03/24 17:00:03.610;New credit;Home improvement;25000.0;A_Denied
36123;Application_1062630788;O_Created;User_71;2016/03/24 17:00:05.354;New credit;Home improvement;25000.0;A_Denied
36124;Application_1062630788;O_Sent (online only);User_71;2016/03/24 17:00:24.134;New credit;Home improvement;25000.0;A_Denied
36125;Application_1062630788;W_Validate application;User_75;2016/04/19 11:41:10.613;New credit;Home improvement;25000.0;A_Denied
36126;Application_1062630788;A_Validating;User_117;2016/04/15 10:56:10.803;New credit;Home improvement;25000.0;A_Denied
36127;Application_1062630788;O_Returned;User_117;2016/04/15 10:56:35.800;New credit;Home improvement;25000.0;A_Denied
36128;Application_1062630788;A_Denied;User_75;2016/04/19 11:41:10.414;New credit;Home improvement;25000.0;A_Denied
37014;Application_1354811170;A_Create Application;User_1;2016/01/29 17:27:55.403;New credit;Home improvement;8000.0;A_Denied
37015;Application_1354811170;A_Submitted;User_1;2016/01/29 17:27:55.439;New credit;Home improvement;8000.0;A_Denied
37016;Application_1354811170;A_Concept;User_1;2016/01/29 17:28:59.457;New credit;Home improvement;8000.0;A_Denied
37017;Application_1354811170;W_Complete application;User_52;2016/01/30 15:15:57.007;New credit;Home improvement;8000.0;A_Denied
37018;Application_1354811170;A_Accepted;User_73;2016/02/02 14:50:15.517;New credit;Home improvement;8000.0;A_Denied
37019;Application_1354811170;O_Create Offer;User_3;2016/02/03 09:36:35.420;New credit;Home improvement;8000.0;A_Denied
37020;Application_1354811170;O_Created;User_3;2016/02/03 09:36:36.719;New credit;Home improvement;8000.0;A_Denied
37021;Application_1354811170;O_Create Offer;User_3;2016/02/03 09:38:17.601;New credit;Home improvement;8000.0;A_Denied
37022;Application_1354811170;O_Created;User_3;2016/02/03 09:38:18.967;New credit;Home improvement;8000.0;A_Denied
37023;Application_1354811170;O_Sent (mail and online);User_3;2016/02/03 09:38:37.046;New credit;Home improvement;8000.0;A_Denied
37024;Application_1354811170;O_Sent (mail and online);User_3;2016/02/03 09:38:37.058;New credit;Home improvement;8000.0;A_Denied
37025;Application_1354811170;W_Call after offers;User_3;2016/02/03 09:38:37.291;New credit;Home improvement;8000.0;A_Denied
37026;Application_1354811170;A_Complete;User_3;2016/02/03 09:38:37.310;New credit;Home improvement;8000.0;A_Denied
37027;Application_1354811170;O_Create Offer;User_74;2016/02/08 10:37:11.578;New credit;Home improvement;8000.0;A_Denied
37028;Application_1354811170;O_Created;User_74;2016/02/08 10:37:13.197;New credit;Home improvement;8000.0;A_Denied
37029;Application_1354811170;O_Sent (mail and online);User_74;2016/02/08 10:37:32.684;New credit;Home improvement;8000.0;A_Denied
37030;Application_1354811170;W_Validate application;User_112;2016/02/15 12:12:27.260;New credit;Home improvement;8000.0;A_Denied
37031;Application_1354811170;A_Validating;User_112;2016/02/15 12:12:28.262;New credit;Home improvement;8000.0;A_Denied
37032;Application_1354811170;O_Returned;User_112;2016/02/15 12:13:01.236;New credit;Home improvement;8000.0;A_Denied
37033;Application_1354811170;A_Denied;User_102;2016/02/15 17:41:45.204;New credit;Home improvement;8000.0;A_Denied
37034;Application_588423912;A_Create Application;User_27;2016/01/29 17:38:18.175;New credit;Existing loan takeover;15000.0;A_Denied
37035;Application_588423912;W_Complete application;User_27;2016/01/29 17:38:18.185;New credit;Existing loan takeover;15000.0;A_Denied
37036;Application_588423912;A_Concept;User_27;2016/01/29 17:38:18.187;New credit;Existing loan takeover;15000.0;A_Denied
37037;Application_588423912;A_Accepted;User_25;2016/02/03 11:04:30.461;New credit;Existing loan takeover;15000.0;A_Denied
37038;Application_588423912;O_Create Offer;User_25;2016/02/03 11:07:09.536;New credit;Existing loan takeover;15000.0;A_Denied
37039;Application_588423912;O_Created;User_25;2016/02/03 11:07:11.421;New credit;Existing loan takeover;15000.0;A_Denied
37040;Application_588423912;O_Sent (mail and online);User_25;2016/02/03 11:07:53.239;New credit;Existing loan takeover;15000.0;A_Denied
37041;Application_588423912;W_Call after offers;User_25;2016/02/03 11:07:53.297;New credit;Existing loan takeover;15000.0;A_Denied
37042;Application_588423912;A_Complete;User_25;2016/02/03 11:07:53.309;New credit;Existing loan takeover;15000.0;A_Denied
37043;Application_588423912;O_Create Offer;User_43;2016/02/03 17:27:21.808;New credit;Existing loan takeover;15000.0;A_Denied
37044;Application_588423912;O_Created;User_43;2016/02/03 17:27:23.282;New credit;Existing loan takeover;15000.0;A_Denied
37045;Application_588423912;O_Sent (mail and online);User_43;2016/02/03 17:27:37.790;New credit;Existing loan takeover;15000.0;A_Denied
37046;Application_588423912;O_Create Offer;User_12;2016/02/03 19:52:57.894;New credit;Existing loan takeover;15000.0;A_Denied
37047;Application_588423912;O_Created;User_12;2016/02/03 19:52:59.386;New credit;Existing loan takeover;15000.0;A_Denied
37048;Application_588423912;O_Sent (mail and online);User_12;2016/02/03 19:53:10.680;New credit;Existing loan takeover;15000.0;A_Denied
37049;Application_588423912;W_Validate application;User_30;2016/02/17 10:16:26.146;New credit;Existing loan takeover;15000.0;A_Denied
37050;Application_588423912;A_Validating;User_117;2016/02/11 08:48:39.895;New credit;Existing loan takeover;15000.0;A_Denied
37051;Application_588423912;O_Returned;User_117;2016/02/11 08:48:51.659;New credit;Existing loan takeover;15000.0;A_Denied
37052;Application_588423912;A_Denied;User_30;2016/02/17 10:16:26.062;New credit;Existing loan takeover;15000.0;A_Denied
38066;Application_190864626;A_Create Application;User_1;2016/01/31 16:20:19.178;New credit;Car;16000.0;A_Cancelled
38067;Application_190864626;A_Submitted;User_1;2016/01/31 16:20:19.215;New credit;Car;16000.0;A_Cancelled
38068;Application_190864626;A_Concept;User_1;2016/01/31 16:21:38.177;New credit;Car;16000.0;A_Cancelled
38069;Application_190864626;W_Complete application;User_34;2016/02/01 17:29:14.195;New credit;Car;16000.0;A_Cancelled
38070;Application_190864626;A_Accepted;User_34;2016/02/01 17:27:14.510;New credit;Car;16000.0;A_Cancelled
38071;Application_190864626;O_Create Offer;User_34;2016/02/01 17:28:55.659;New credit;Car;16000.0;A_Cancelled
38072;Application_190864626;O_Created;User_34;2016/02/01 17:28:56.959;New credit;Car;16000.0;A_Cancelled
38073;Application_190864626;O_Sent (mail and online);User_34;2016/02/01 17:29:14.176;New credit;Car;16000.0;A_Cancelled
38074;Application_190864626;W_Call after offers;User_34;2016/02/01 17:29:14.208;New credit;Car;16000.0;A_Cancelled
38075;Application_190864626;A_Complete;User_34;2016/02/01 17:29:14.211;New credit;Car;16000.0;A_Cancelled
38076;Application_190864626;O_Create Offer;User_19;2016/02/03 14:05:45.906;New credit;Car;16000.0;A_Cancelled
38077;Application_190864626;O_Created;User_19;2016/02/03 14:05:47.240;New credit;Car;16000.0;A_Cancelled
38078;Application_190864626;O_Sent (mail and online);User_19;2016/02/03 14:11:19.845;New credit;Car;16000.0;A_Cancelled
38079;Application_190864626;O_Create Offer;User_19;2016/02/03 14:39:17.839;New credit;Car;16000.0;A_Cancelled
38080;Application_190864626;O_Created;User_19;2016/02/03 14:39:19.322;New credit;Car;16000.0;A_Cancelled
38081;Application_190864626;O_Sent (mail and online);User_19;2016/02/03 14:39:56.180;New credit;Car;16000.0;A_Cancelled
38082;Application_190864626;A_Cancelled;User_35;2016/02/09 10:50:39.340;New credit;Car;16000.0;A_Cancelled
41947;Application_32594633;A_Create Application;User_1;2016/02/02 15:16:46.720;New credit;Car;10000.0;A_Pending
41948;Application_32594633;A_Submitted;User_1;2016/02/02 15:16:46.758;New credit;Car;10000.0;A_Pending
41949;Application_32594633;A_Concept;User_1;2016/02/02 15:17:13.718;New credit;Car;10000.0;A_Pending
41950;Application_32594633;W_Complete application;User_108;2016/02/04 13:25:19.387;New credit;Car;10000.0;A_Pending
41951;Application_32594633;A_Accepted;User_108;2016/02/04 13:21:15.912;New credit;Car;10000.0;A_Pending
41952;Application_32594633;O_Create Offer;User_108;2016/02/04 13:23:28.213;New credit;Car;10000.0;A_Pending
41953;Application_32594633;O_Created;User_108;2016/02/04 13:23:29.458;New credit;Car;10000.0;A_Pending
41954;Application_32594633;O_Create Offer;User_108;2016/02/04 13:24:36.466;New credit;Car;10000.0;A_Pending
41955;Application_32594633;O_Created;User_108;2016/02/04 13:24:37.715;New credit;Car;10000.0;A_Pending
41956;Application_32594633;O_Cancelled;User_108;2016/02/04 13:24:44.588;New credit;Car;10000.0;A_Pending
41957;Application_32594633;O_Sent (mail and online);User_108;2016/02/04 13:25:19.363;New credit;Car;10000.0;A_Pending
41958;Application_32594633;W_Call after offers;User_108;2016/02/04 13:25:19.398;New credit;Car;10000.0;A_Pending
41959;Application_32594633;A_Complete;User_108;2016/02/04 13:25:19.400;New credit;Car;10000.0;A_Pending
41960;Application_32594633;O_Create Offer;User_10;2016/02/16 18:42:11.358;New credit;Car;10000.0;A_Pending
41961;Application_32594633;O_Created;User_10;2016/02/16 18:42:12.530;New credit;Car;10000.0;A_Pending
41962;Application_32594633;O_Sent (mail and online);User_10;2016/02/16 18:42:22.177;New credit;Car;10000.0;A_Pending
41963;Application_32594633;W_Validate application;User_114;2016/02/23 09:36:20.712;New credit;Car;10000.0;A_Pending
41964;Application_32594633;A_Validating;User_114;2016/02/23 09:36:21.649;New credit;Car;10000.0;A_Pending
41965;Application_32594633;O_Returned;User_114;2016/02/23 09:36:44.701;New credit;Car;10000.0;A_Pending
41966;Application_32594633;O_Accepted;User_102;2016/02/23 16:26:58.994;New credit;Car;10000.0;A_Pending
41967;Application_32594633;A_Pending;User_102;2016/02/23 16:26:59.005;New credit;Car;10000.0;A_Pending
42416;Application_317319031;A_Create Application;User_1;2016/02/02 20:40:24.052;New credit;Home improvement;10000.0;A_Pending
42417;Application_317319031;A_Submitted;User_1;2016/02/02 20:40:24.094;New credit;Home improvement;10000.0;A_Pending
42418;Application_317319031;A_Concept;User_1;2016/02/02 20:41:53.850;New credit;Home improvement;10000.0;A_Pending
42419;Application_317319031;W_Complete application;User_13;2016/02/05 09:07:50.978;New credit;Home improvement;10000.0;A_Pending
42420;Application_317319031;A_Accepted;User_16;2016/02/05 09:29:29.360;New credit;Home improvement;10000.0;A_Pending
42421;Application_317319031;O_Create Offer;User_16;2016/02/05 09:34:15.369;New credit;Home improvement;10000.0;A_Pending
42422;Application_317319031;O_Created;User_16;2016/02/05 09:34:16.610;New credit;Home improvement;10000.0;A_Pending
42423;Application_317319031;O_Sent (mail and online);User_16;2016/02/05 09:35:57.228;New credit;Home improvement;10000.0;A_Pending
42424;Application_317319031;W_Call after offers;User_16;2016/02/05 09:35:57.253;New credit;Home improvement;10000.0;A_Pending
42425;Application_317319031;A_Complete;User_16;2016/02/05 09:35:57.255;New credit;Home improvement;10000.0;A_Pending
42426;Application_317319031;O_Create Offer;User_16;2016/02/05 09:39:20.736;New credit;Home improvement;10000.0;A_Pending
42427;Application_317319031;O_Created;User_16;2016/02/05 09:39:22.518;New credit;Home improvement;10000.0;A_Pending
42428;Application_317319031;O_Sent (mail and online);User_16;2016/02/05 09:39:35.981;New credit;Home improvement;10000.0;A_Pending
42429;Application_317319031;O_Create Offer;User_38;2016/02/15 11:02:36.382;New credit;Home improvement;10000.0;A_Pending
42430;Application_317319031;O_Created;User_38;2016/02/15 11:02:37.852;New credit;Home improvement;10000.0;A_Pending
42431;Application_317319031;O_Sent (mail and online);User_38;2016/02/15 11:02:50.856;New credit;Home improvement;10000.0;A_Pending
42432;Application_317319031;O_Cancelled;User_38;2016/02/15 11:03:02.560;New credit;Home improvement;10000.0;A_Pending
42433;Application_317319031;O_Cancelled;User_38;2016/02/15 11:03:02.579;New credit;Home improvement;10000.0;A_Pending
42434;Application_317319031;W_Validate application;User_109;2016/03/04 09:53:13.339;New credit;Home improvement;10000.0;A_Pending
42435;Application_317319031;A_Validating;User_113;2016/03/02 14:07:37.394;New credit;Home improvement;10000.0;A_Pending
42436;Application_317319031;O_Returned;User_113;2016/03/02 14:07:55.780;New credit;Home improvement;10000.0;A_Pending
42437;Application_317319031;O_Accepted;User_109;2016/03/04 09:53:13.330;New credit;Home improvement;10000.0;A_Pending
42438;Application_317319031;A_Pending;User_109;2016/03/04 09:53:13.335;New credit;Home improvement;10000.0;A_Pending
44155;Application_1664113967;A_Create Application;User_1;2016/02/03 19:34:22.745;New credit;Home improvement;20000.0;A_Pending
44156;Application_1664113967;A_Submitted;User_1;2016/02/03 19:34:22.780;New credit;Home improvement;20000.0;A_Pending
44157;Application_1664113967;A_Concept;User_1;2016/02/03 19:35:38.859;New credit;Home improvement;20000.0;A_Pending
44158;Application_1664113967;W_Complete application;User_92;2016/02/05 17:14:32.398;New credit;Home improvement;20000.0;A_Pending
44159;Application_1664113967;A_Accepted;User_35;2016/02/05 18:52:01.401;New credit;Home improvement;20000.0;A_Pending
44160;Application_1664113967;O_Create Offer;User_35;2016/02/05 18:54:43.396;New credit;Home improvement;20000.0;A_Pending
44161;Application_1664113967;O_Created;User_35;2016/02/05 18:54:45.016;New credit;Home improvement;20000.0;A_Pending
44162;Application_1664113967;O_Sent (mail and online);User_35;2016/02/05 18:54:57.859;New credit;Home improvement;20000.0;A_Pending
44163;Application_1664113967;W_Call after offers;User_35;2016/02/05 18:54:57.886;New credit;Home improvement;20000.0;A_Pending
44164;Application_1664113967;A_Complete;User_35;2016/02/05 18:54:57.887;New credit;Home improvement;20000.0;A_Pending
44165;Application_1664113967;O_Create Offer;User_35;2016/02/05 18:59:22.557;New credit;Home improvement;20000.0;A_Pending
44166;Application_1664113967;O_Created;User_35;2016/02/05 18:59:23.923;New credit;Home improvement;20000.0;A_Pending
44167;Application_1664113967;O_Sent (mail and online);User_35;2016/02/05 18:59:37.166;New credit;Home improvement;20000.0;A_Pending
44168;Application_1664113967;O_Create Offer;User_7;2016/02/08 11:21:37.503;New credit;Home improvement;20000.0;A_Pending
44169;Application_1664113967;O_Created;User_7;2016/02/08 11:21:38.988;New credit;Home improvement;20000.0;A_Pending
44170;Application_1664113967;O_Sent (mail and online);User_7;2016/02/08 11:22:15.994;New credit;Home improvement;20000.0;A_Pending
44171;Application_1664113967;O_Create Offer;User_10;2016/02/09 18:18:32.850;New credit;Home improvement;20000.0;A_Pending
44172;Application_1664113967;O_Created;User_10;2016/02/09 18:18:34.198;New credit;Home improvement;20000.0;A_Pending
44173;Application_1664113967;O_Sent (mail and online);User_10;2016/02/09 18:19:07.221;New credit;Home improvement;20000.0;A_Pending
44174;Application_1664113967;W_Validate application;User_119;2016/02/18 09:24:35.232;New credit;Home improvement;20000.0;A_Pending
44175;Application_1664113967;A_Validating;User_119;2016/02/18 09:24:36.107;New credit;Home improvement;20000.0;A_Pending
44176;Application_1664113967;O_Returned;User_119;2016/02/18 09:25:31.394;New credit;Home improvement;20000.0;A_Pending
44177;Application_1664113967;W_Call incomplete files;User_102;2016/02/18 10:40:27.566;New credit;Home improvement;20000.0;A_Pending
44178;Application_1664113967;A_Incomplete;User_102;2016/02/18 10:40:27.569;New credit;Home improvement;20000.0;A_Pending
44179;Application_1664113967;W_Validate application;User_116;2016/02/18 14:41:36.938;New credit;Home improvement;20000.0;A_Pending
44180;Application_1664113967;A_Validating;User_116;2016/02/18 14:41:37.009;New credit;Home improvement;20000.0;A_Pending
44181;Application_1664113967;W_Call incomplete files;User_102;2016/02/18 15:39:59.264;New credit;Home improvement;20000.0;A_Pending
44182;Application_1664113967;A_Incomplete;User_102;2016/02/18 15:39:59.267;New credit;Home improvement;20000.0;A_Pending
44183;Application_1664113967;O_Accepted;User_118;2016/02/22 07:29:18.609;New credit;Home improvement;20000.0;A_Pending
44184;Application_1664113967;A_Pending;User_118;2016/02/22 07:29:18.615;New credit;Home improvement;20000.0;A_Pending
45541;Application_511946943;A_Create Application;User_1;2016/02/04 22:35:24.271;New credit;Car;20000.0;A_Pending
45542;Application_511946943;A_Submitted;User_1;2016/02/04 22:35:24.305;New credit;Car;20000.0;A_Pending
45543;Application_511946943;A_Concept;User_1;2016/02/04 22:36:52.651;New credit;Car;20000.0;A_Pending
45544;Application_511946943;W_Complete application;User_37;2016/02/06 13:52:51.102;New credit;Car;20000.0;A_Pending
45545;Application_511946943;A_Accepted;User_37;2016/02/06 13:44:24.974;New credit;Car;20000.0;A_Pending
45546;Application_511946943;O_Create Offer;User_37;2016/02/06 13:50:39.455;New credit;Car;20000.0;A_Pending
45547;Application_511946943;O_Created;User_37;2016/02/06 13:50:40.716;New credit;Car;20000.0;A_Pending
45548;Application_511946943;O_Create Offer;User_37;2016/02/06 13:51:06.813;New credit;Car;20000.0;A_Pending
45549;Application_511946943;O_Created;User_37;2016/02/06 13:51:08.191;New credit;Car;20000.0;A_Pending
45550;Application_511946943;O_Sent (mail and online);User_37;2016/02/06 13:52:51.086;New credit;Car;20000.0;A_Pending
45551;Application_511946943;O_Sent (mail and online);User_37;2016/02/06 13:52:51.087;New credit;Car;20000.0;A_Pending
45552;Application_511946943;W_Call after offers;User_37;2016/02/06 13:52:51.112;New credit;Car;20000.0;A_Pending
45553;Application_511946943;A_Complete;User_37;2016/02/06 13:52:51.114;New credit;Car;20000.0;A_Pending
45554;Application_511946943;O_Create Offer;User_18;2016/02/15 10:19:07.717;New credit;Car;20000.0;A_Pending
45555;Application_511946943;O_Created;User_18;2016/02/15 10:19:09.116;New credit;Car;20000.0;A_Pending
45556;Application_511946943;O_Sent (mail and online);User_18;2016/02/15 10:19:26.445;New credit;Car;20000.0;A_Pending
45557;Application_511946943;W_Validate application;User_75;2016/02/25 09:20:58.446;New credit;Car;20000.0;A_Pending
45558;Application_511946943;A_Validating;User_117;2016/02/22 11:15:06.982;New credit;Car;20000.0;A_Pending
45559;Application_511946943;O_Returned;User_117;2016/02/22 11:16:20.387;New credit;Car;20000.0;A_Pending
45560;Application_511946943;O_Accepted;User_75;2016/02/25 09:20:58.377;New credit;Car;20000.0;A_Pending
45561;Application_511946943;A_Pending;User_75;2016/02/25 09:20:58.438;New credit;Car;20000.0;A_Pending
